Source Name,Charateristics [ff_ontology],Charateristics [description],Characteristics [catalog_id],Characteristics [Category],Chracteristics [Species],Characteristics [Sex],Characteristics [Age],Characteristics [Developmental stage],Characteristics[Tissue],Characteristics [Cell lot],Characteristics [Cell type],Characteristics [Catalogue ID],Characteristics [Collaboration],Characteristics [Provider],Protocol REF,Extract Name,Material Type
10832-111D4,FF:10832-111D4,acute myeloid leukemia (FAB M4eo) cell line:EoL-1,,cell lines,Human (Homo sapiens),male,33,,blood,,eosinophil progenitor cell,RCB0641,Yukio Nakamura (RIKEN BRC),RIKEN Bioresource centre,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10832-111D4,Total RNA
10833-111D5,FF:10833-111D5,acute myeloid leukemia (FAB M4eo) cell line:EoL-3,,cell lines,Human (Homo sapiens),male,unknown,,blood,,eosinophil progenitor cell,RCB2142,Yukio Nakamura (RIKEN BRC),RIKEN Bioresource centre,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10833-111D5,Total RNA
10834-111D6,FF:10834-111D6,acute myeloid leukemia (FAB M5) cell line:U-937 DE-4,,cell lines,Human (Homo sapiens),male,37,,blood,,monoblast,RCB0435,Yukio Nakamura (RIKEN BRC),RIKEN Bioresource centre,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10834-111D6,Total RNA
10835-111D7,FF:10835-111D7,acute myeloid leukemia (FAB M6) cell line:EEB,,cell lines,Human (Homo sapiens),male,49,,blood,,erythroblast,RCB2345,Yukio Nakamura (RIKEN BRC),RIKEN Bioresource centre,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10835-111D7,Total RNA
10836-111D8,FF:10836-111D8,acute myeloid leukemia (FAB M6) cell line:F-36E,,cell lines,Human (Homo sapiens),male,unknown,,blood,,erythroblast,RCB0776,Yukio Nakamura (RIKEN BRC),RIKEN Bioresource centre,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10836-111D8,Total RNA
10837-111D9,FF:10837-111D9,acute myeloid leukemia (FAB M6) cell line:F-36P,,cell lines,Human (Homo sapiens),male,65,,blood,,erythroblast,RCB0775,Yukio Nakamura (RIKEN BRC),RIKEN Bioresource centre,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10837-111D9,Total RNA
10838-111E1,FF:10838-111E1,medulloblastoma cell line:D283 Med,,cell lines,Human (Homo sapiens),male,6,,brain,,neurectodermal cell,HTB185,FANTOM5 OSC CORE (contact: Al Forrest),ATCC,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10838-111E1,Total RNA
10839-111E2,FF:10839-111E2,large cell lung carcinoma cell line:NCI-H460,,cell lines,Human (Homo sapiens),male,unknown,,lung,,unclassifiable,HTB177,FANTOM5 OSC CORE (contact: Al Forrest),ATCC,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10839-111E2,Total RNA
10840-111E3,FF:10840-111E3,plasma cell leukemia cell line:ARH-77,,cell lines,Human (Homo sapiens),female,33,,blood,,plasma cell,CRL1621,FANTOM5 OSC CORE (contact: Al Forrest),ATCC,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10840-111E3,Total RNA
10841-111E4,FF:10841-111E4,small cell lung carcinoma cell line:DMS 144,,cell lines,Human (Homo sapiens),male,68,,lung,,unclassifiable,CRL2066,FANTOM5 OSC CORE (contact: Al Forrest),ATCC,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10841-111E4,Total RNA
10842-111E5,FF:10842-111E5,small cell lung carcinoma cell line:NCI-H82,,cell lines,Human (Homo sapiens),male,40,,lung,,unclassifiable,HTB175,FANTOM5 OSC CORE (contact: Al Forrest),ATCC,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10842-111E5,Total RNA
10843-111E6,FF:10843-111E6,merkel cell carcinoma cell line:MKL-1,,cell lines,Human (Homo sapiens),male,26,,skin,,merkel cell,9111801,FANTOM5 OSC CORE (contact: Al Forrest),ECACC,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10843-111E6,Total RNA
10844-111E7,FF:10844-111E7,merkel cell carcinoma cell line:MS-1,,cell lines,Human (Homo sapiens),unknown,unknown,,skin,,merkel cell,9111802,FANTOM5 OSC CORE (contact: Al Forrest),ECACC,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10844-111E7,Total RNA
10845-111E8,FF:10845-111E8,mesothelioma cell line:NCI-H28,,cell lines,Human (Homo sapiens),male,48,,mesothelium,,mesothelial cell,CRL5820,FANTOM5 OSC CORE (contact: Al Forrest),ATCC,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10845-111E8,Total RNA
10846-111E9,FF:10846-111E9,mesothelioma cell line:NCI-H226,,cell lines,Human (Homo sapiens),male,unknown,,mesothelium,,mesothelial cell,CRL5826,FANTOM5 OSC CORE (contact: Al Forrest),ATCC,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10846-111E9,Total RNA
10847-111F1,FF:10847-111F1,mesothelioma cell line:NCI-H2052,,cell lines,Human (Homo sapiens),male,65,,mesothelium,,mesothelial cell,CRL5915,FANTOM5 OSC CORE (contact: Al Forrest),ATCC,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10847-111F1,Total RNA
10848-111F2,FF:10848-111F2,mesothelioma cell line:NCI-H2452,,cell lines,Human (Homo sapiens),male,unknown,,mesothelium,,mesothelial cell,CRL5946,FANTOM5 OSC CORE (contact: Al Forrest),ATCC,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10848-111F2,Total RNA
10849-111F3,FF:10849-111F3,mesothelioma cell line:Mero-14,,cell lines,Human (Homo sapiens),male,60,,mesothelium,,mesothelial cell,9100101,FANTOM5 OSC CORE (contact: Al Forrest),ECACC,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10849-111F3,Total RNA
10850-111F4,FF:10850-111F4,mesothelioma cell line:Mero-25,,cell lines,Human (Homo sapiens),male,60,,mesothelium,,mesothelial cell,9100102,FANTOM5 OSC CORE (contact: Al Forrest),ECACC,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10850-111F4,Total RNA
10851-111F5,FF:10851-111F5,mesothelioma cell line:Mero-41,,cell lines,Human (Homo sapiens),male,60,,mesothelium,,mesothelial cell,9100103,FANTOM5 OSC CORE (contact: Al Forrest),ECACC,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10851-111F5,Total RNA
10852-111F6,FF:10852-111F6,mesothelioma cell line:Mero-48a,,cell lines,Human (Homo sapiens),male,unknown,,mesothelium,,mesothelial cell,9100104,FANTOM5 OSC CORE (contact: Al Forrest),ECACC,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10852-111F6,Total RNA
10853-111F7,FF:10853-111F7,mesothelioma cell line:Mero-82,,cell lines,Human (Homo sapiens),male,unknown,,mesothelium,,mesothelial cell,9100105,FANTOM5 OSC CORE (contact: Al Forrest),ECACC,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10853-111F7,Total RNA
10854-111F8,FF:10854-111F8,mesothelioma cell line:Mero-83,,cell lines,Human (Homo sapiens),male,unknown,,mesothelium,,mesothelial cell,9100106,FANTOM5 OSC CORE (contact: Al Forrest),ECACC,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10854-111F8,Total RNA
10855-111F9,FF:10855-111F9,mesothelioma cell line:Mero-84,,cell lines,Human (Homo sapiens),male,unknown,,mesothelium,,mesothelial cell,9100107,FANTOM5 OSC CORE (contact: Al Forrest),ECACC,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10855-111F9,Total RNA
10856-111G1,FF:10856-111G1,mesothelioma cell line:Mero-95,,cell lines,Human (Homo sapiens),male,unknown,,mesothelium,,mesothelial cell,9100108,FANTOM5 OSC CORE (contact: Al Forrest),ECACC,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10856-111G1,Total RNA
10857-111G2,FF:10857-111G2,mesothelioma cell line:No36,,cell lines,Human (Homo sapiens),male,unknown,,mesothelium,,mesothelial cell,10092312,FANTOM5 OSC CORE (contact: Al Forrest),ECACC,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10857-111G2,Total RNA
10858-111G3,FF:10858-111G3,mesothelioma cell line:ONE58,,cell lines,Human (Homo sapiens),male,unknown,,mesothelium,,mesothelial cell,10092313,FANTOM5 OSC CORE (contact: Al Forrest),ECACC,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10858-111G3,Total RNA
11207-116A1,FF:11207-116A1,"Endothelial Cells - Aortic, donor0",,primary cells,Human (Homo sapiens),,,,aorta,lot:1559,blood vessel endothelial cell,,FANTOM5 OSC CORE (contact: Al Forrest),Cell Applications,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11207-116A1,Total RNA
11210-116A4,FF:11210-116A4,"Smooth Muscle Cells - Aortic, donor0",,primary cells,Human (Homo sapiens),male,54,54 years old adult,aorta,lot:1441,smooth muscle cell,,FANTOM5 OSC CORE (contact: Al Forrest),Cell Applications,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11210-116A4,Total RNA
11212-116A6,FF:11212-116A6,"Smooth Muscle Cells - Umbilical artery, donor0",,primary cells,Human (Homo sapiens),,,,umbilical artery,lot:1222,smooth muscle cell,,FANTOM5 OSC CORE (contact: Al Forrest),Cell Applications,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11212-116A6,Total RNA
11214-116A8,FF:11214-116A8,"Mesenchymal stem cells - umbilical, donor0",,primary cells,Human (Homo sapiens),,,,umbilical cord,N/A,mesenchymal stem cell,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11214-116A8,Total RNA
11215-116A9,FF:11215-116A9,"Retinal Pigment Epithelial Cells, donor0",,primary cells,Human (Homo sapiens),,,,retina,N/A,retinal pigment epithelial cell,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11215-116A9,Total RNA
11216-116B1,FF:11216-116B1,"Urothelial cells, donor0",,primary cells,Human (Homo sapiens),,,,bladder,N/A,urothelial cell,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11216-116B1,Total RNA
11217-116B2,FF:11217-116B2,"Mesenchymal stem cells - adipose, donor0",,primary cells,Human (Homo sapiens),,,,adipose tissue,N/A,mesenchymal stem cell,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11217-116B2,Total RNA
11218-116B3,FF:11218-116B3,"Mesenchymal stem cells - hepatic, donor0",,primary cells,Human (Homo sapiens),,,,liver,N/A,mesenchymal stem cell,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11218-116B3,Total RNA
11219-116B4,FF:11219-116B4,"Mesenchymal Stem Cells - Vertebral, donor1",,primary cells,Human (Homo sapiens),,,,spinal cord,N/A,mesenchymal stem cell,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11219-116B4,Total RNA
11220-116B5,FF:11220-116B5,"Sebocyte, donor1",,primary cells,Human (Homo sapiens),male,,29 years old adult,skin,N/A,sebocyte,N/A,Weonju Lee (Kyungpook National University School of Medicine),N/A,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11220-116B5,Total RNA
11221-116B6,FF:11221-116B6,"Gingival epithelial cells, donor1 (GEA11)",,primary cells,Human (Homo sapiens),female,61,61 years old adult,gum,N/A,epithelial cell,N/A,Mitsuhiro Ohshima (Nihon University School of Dentistry),N/A,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11221-116B6,Total RNA
11222-116B7,FF:11222-116B7,"Fibroblast - Gingival, donor4 (GFH2)",,primary cells,Human (Homo sapiens),male,22,22 years old adult,gum,N/A,fibroblast,N/A,Mitsuhiro Ohshima (Nihon University School of Dentistry),N/A,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11222-116B7,Total RNA
11223-116B8,FF:11223-116B8,"Fibroblast - Periodontal Ligament, donor4 (PL29)",,primary cells,Human (Homo sapiens),female,18,18 years old adult,periodontal ligament,N/A,fibroblast,N/A,Mitsuhiro Ohshima (Nihon University School of Dentistry),N/A,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11223-116B8,Total RNA
11224-116B9,FF:11224-116B9,"CD14+ Monocytes, donor1",Mon725,primary cells,Human (Homo sapiens),male,47,47 years old adult,blood,N/A,monocyte,N/A,FANTOM5 OSC CORE (contact: Al Forrest),3HBiomedical,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11224-116B9,Total RNA
11225-116C1,FF:11225-116C1,"CD4+ T Cells, donor1",CD4T727,primary cells,Human (Homo sapiens),male,53,53 years old adult,blood,N/A,"t cell, CD4+",N/A,FANTOM5 OSC CORE (contact: Al Forrest),3HBiomedical,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11225-116C1,Total RNA
11226-116C2,FF:11226-116C2,"CD8+ T Cells, donor1",CD8T725,primary cells,Human (Homo sapiens),male,47,47 years old adult,blood,N/A,"t cell, CD8+",N/A,FANTOM5 OSC CORE (contact: Al Forrest),3HBiomedical,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11226-116C2,Total RNA
11227-116C3,FF:11227-116C3,"Dendritic Cells - monocyte immature derived, donor1",DC723,primary cells,Human (Homo sapiens),female,57,57 years old adult,blood,N/A,"dendritic cell, myeloid, immature",N/A,FANTOM5 OSC CORE (contact: Al Forrest),3HBiomedical,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11227-116C3,Total RNA
11228-116C4,FF:11228-116C4,"Dendritic Cells - plasmacytoid, donor1",PDC737,primary cells,Human (Homo sapiens),female,22,22 years old adult,blood,N/A,"dendritic cell, plasmacytoid",N/A,FANTOM5 OSC CORE (contact: Al Forrest),3HBiomedical,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11228-116C4,Total RNA
11229-116C5,FF:11229-116C5,"CD14+ monocyte derived endothelial progenitor cells, donor1",EPC722,primary cells,Human (Homo sapiens),male,65,65 years old adult,blood,N/A,blood vessel endothelial progenitor cell,N/A,FANTOM5 OSC CORE (contact: Al Forrest),3HBiomedical,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11229-116C5,Total RNA
11230-116C6,FF:11230-116C6,"Natural Killer Cells, donor1",NK725,primary cells,Human (Homo sapiens),male,47,47 years old adult,blood,N/A,natural killer cell,N/A,FANTOM5 OSC CORE (contact: Al Forrest),3HBiomedical,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11230-116C6,Total RNA
11231-116C7,FF:11231-116C7,"Peripheral Blood Mononuclear Cells, donor1",PBMC721,primary cells,Human (Homo sapiens),male,47,47 years old adult,blood,N/A,mononuclear cell,N/A,FANTOM5 OSC CORE (contact: Al Forrest),3HBiomedical,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11231-116C7,Total RNA
11232-116C8,FF:11232-116C8,"Macrophage - monocyte derived, donor1",Mac722,primary cells,Human (Homo sapiens),male,65,65 years old adult,blood,N/A,macrophage,N/A,FANTOM5 OSC CORE (contact: Al Forrest),3HBiomedical,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11232-116C8,Total RNA
11233-116C9,FF:11233-116C9,"Neutrophils, donor1",Neu734,primary cells,Human (Homo sapiens),male,66,66 years old adult,blood,N/A,neutrophil,N/A,FANTOM5 OSC CORE (contact: Al Forrest),3HBiomedical,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11233-116C9,Total RNA
11234-116D1,FF:11234-116D1,"Smooth Muscle Cells - Brain Vascular, donor1",2733,primary cells,Human (Homo sapiens),unknown,fetal,fetus,brain,N/A,smooth muscle cell,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11234-116D1,Total RNA
11235-116D2,FF:11235-116D2,"Astrocyte - cerebral cortex, donor1",1086,primary cells,Human (Homo sapiens),unknown,fetal,fetus,cerebral cortex,N/A,astrocyte,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11235-116D2,Total RNA
11236-116D3,FF:11236-116D3,"Endothelial Cells - Lymphatic, donor1",3719,primary cells,Human (Homo sapiens),unknown,fetal,fetus,lymph node,N/A,"endothelial cell, lymphatic",N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11236-116D3,Total RNA
11237-116D4,FF:11237-116D4,"Fibroblast - Gingival, donor1",428,primary cells,Human (Homo sapiens),unknown,fetal,fetus,gum,N/A,fibroblast,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11237-116D4,Total RNA
11238-116D5,FF:11238-116D5,"Fibroblast - Periodontal Ligament, donor1",1229,primary cells,Human (Homo sapiens),unknown,fetal,fetus,periodontal ligament,N/A,fibroblast,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11238-116D5,Total RNA
11239-116D6,FF:11239-116D6,"Smooth Muscle Cells - Colonic, donor1",1830,primary cells,Human (Homo sapiens),unknown,fetal,fetus,colon,N/A,smooth muscle cell,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11239-116D6,Total RNA
11240-116D7,FF:11240-116D7,"Skeletal Muscle Satellite Cells, donor1",2068,primary cells,Human (Homo sapiens),unknown,fetal,fetus,skeletal muscle,N/A,"satellite cell, skeletal muscle",N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11240-116D7,Total RNA
11241-116D8,FF:11241-116D8,"Myoblast, donor1",SKM1,primary cells,Human (Homo sapiens),female,58,fetus,skeletal muscle,N/A,skeletal muscle myoblast,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11241-116D8,Total RNA
11242-116D9,FF:11242-116D9,"Ciliary Epithelial Cells, donor1",579,primary cells,Human (Homo sapiens),unknown,fetal,fetus,eye,N/A,ciliated epithelial cell,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11242-116D9,Total RNA
11243-116E1,FF:11243-116E1,"Endothelial Cells - Umbilical vein, donor1",4242,primary cells,Human (Homo sapiens),unknown,fetal,fetus,umbilical vein,N/A,blood vessel endothelial cell,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11243-116E1,Total RNA
11245-116E3,FF:11245-116E3,"Fibroblast - Aortic Adventitial, donor1",,primary cells,Human (Homo sapiens),female,68,68 years old adult,aorta,lot:7F3236,fibroblast,CC-7014,FANTOM5 OSC CORE (contact: Al Forrest),Lonza,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11245-116E3,Total RNA
11246-116E4,FF:11246-116E4,"Intestinal epithelial cells (polarized), donor1",,primary cells,Human (Homo sapiens),unknown,19,19 years old adult,small intestine,lot:RI519,"epithelial cell, intestinal",CS-ABI-519,FANTOM5 OSC CORE (contact: Al Forrest),Cell systems,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11246-116E4,Total RNA
11247-116E5,FF:11247-116E5,"Mesothelial Cells, donor1",,primary cells,Human (Homo sapiens),female,45,45 years old adult,mesothelium,lot:MES042308,mesothelial cell,F-MES-F,FANTOM5 OSC CORE (contact: Al Forrest),Zenbio,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11247-116E5,Total RNA
11248-116E6,FF:11248-116E6,"Anulus Pulposus Cell, donor1",lot:5026,primary cells,Human (Homo sapiens),unknown,,,spinal cord,,anulus fibrosus cell of intervertebral disc,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11248-116E6,Total RNA
11249-116E7,FF:11249-116E7,"Pancreatic stromal cells, donor1",,primary cells,Human (Homo sapiens),male,39,39 years old adult,pancreas,lot:RI513,pancreatic stromal cell,CS-ABI-513,FANTOM5 OSC CORE (contact: Al Forrest),Cell systems,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11249-116E7,Total RNA
11250-116E8,FF:11250-116E8,"Fibroblast - Pulmonary Artery, donor1",lot:2546,primary cells,Human (Homo sapiens),unknown,,,pulmonary artery,,fibroblast,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11250-116E8,Total RNA
11251-116E9,FF:11251-116E9,"Keratinocyte - oral, donor1",lot:4853,primary cells,Human (Homo sapiens),unknown,,,gum,,keratinocyte,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11251-116E9,Total RNA
11252-116F1,FF:11252-116F1,"Nucleus Pulposus Cell, donor1",lot:4769,primary cells,Human (Homo sapiens),unknown,,,spinal cord,,nucleus pulposus cell of intervertebral disc,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11252-116F1,Total RNA
11253-116F2,FF:11253-116F2,"Prostate Epithelial Cells (polarized), donor1",,primary cells,Human (Homo sapiens),male,56,56 years old adult,prostate,lot:RI3739,epithelial cell,CS-ABI-3739,FANTOM5 OSC CORE (contact: Al Forrest),Cell systems,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11253-116F2,Total RNA
11254-116F3,FF:11254-116F3,"Prostate Stromal Cells, donor1",,primary cells,Human (Homo sapiens),male,55,55 years old adult,prostate,lot:3F0211,prostatic stromal cell,CC-2508,FANTOM5 OSC CORE (contact: Al Forrest),Lonza,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11254-116F3,Total RNA
11255-116F4,FF:11255-116F4,"Sertoli Cells, donor1",,primary cells,Human (Homo sapiens),male,23,23 years old adult,testis,lot:230501081,sertoli cell,MM-HSE-2305,FANTOM5 OSC CORE (contact: Al Forrest),Lonza,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11255-116F4,Total RNA
11256-116F5,FF:11256-116F5,"Small Airway Epithelial Cells, donor1",,primary cells,Human (Homo sapiens),female,19,19 years old adult,lung,lot:4F0715,pneumocyte,CC-2547,FANTOM5 OSC CORE (contact: Al Forrest),Lonza,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11256-116F5,Total RNA
11257-116F6,FF:11257-116F6,"Smooth Muscle Cells - Prostate, donor1",,primary cells,Human (Homo sapiens),male,40,40 years old adult,prostate,lot:9F2147,smooth muscle cell,CC-2587,FANTOM5 OSC CORE (contact: Al Forrest),Lonza,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11257-116F6,Total RNA
11258-116F7,FF:11258-116F7,"Smooth Muscle Cells - Uterine, donor1",,primary cells,Human (Homo sapiens),female,56,56 years old adult,uterus,lot:6F0020,smooth muscle cell,CC-2562,FANTOM5 OSC CORE (contact: Al Forrest),Lonza,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11258-116F7,Total RNA
11259-116F8,FF:11259-116F8,"Adipocyte - subcutaneous, donor1",1377,primary cells,Human (Homo sapiens),female,53,53 years old adult,adipose tissue,N/A,adipocyte,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Cell Applications,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11259-116F8,Total RNA
11261-116G1,FF:11261-116G1,"Chondrocyte - de diff, donor1",1737,primary cells,Human (Homo sapiens),male,57,57 years old adult,cartilage,N/A,chondroblast,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Cell Applications,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11261-116G1,Total RNA
11263-116G3,FF:11263-116G3,"Endothelial Cells - Aortic, donor1",1151,primary cells,Human (Homo sapiens),female,28,28 years old adult,aorta,N/A,blood vessel endothelial cell,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Cell Applications,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11263-116G3,Total RNA
