Source Name,Charateristics [ff_ontology],Charateristics [description],Characteristics [catalog_id],Characteristics [Category],Chracteristics [Species],Characteristics [Sex],Characteristics [Age],Characteristics [Developmental stage],Characteristics[Tissue],Characteristics [Cell lot],Characteristics [Cell type],Characteristics [Catalogue ID],Characteristics [Collaboration],Characteristics [Provider],Protocol REF,Extract Name,Material Type
12556-133F9,FF:12556-133F9,"ST2 (Mesenchymal stem cells) cells, differentiation to adipocytes, 03hr, biol_rep3 (003hA3)",,time courses,Mouse (Mus musculus),,,,bone marrow,,mesenchymal stem cell,,Yasushi Okazaki (Saitama medical college),,,12556-133F9,Total RNA
12557-133G1,FF:12557-133G1,"ST2 (Mesenchymal stem cells) cells, differentiation to adipocytes, 06hr, biol_rep3 (006hA3)",,time courses,Mouse (Mus musculus),,,,bone marrow,,mesenchymal stem cell,,Yasushi Okazaki (Saitama medical college),,,12557-133G1,Total RNA
12558-133G2,FF:12558-133G2,"ST2 (Mesenchymal stem cells) cells, differentiation to adipocytes, 12hr, biol_rep3 (012hA3)",,time courses,Mouse (Mus musculus),,,,bone marrow,,mesenchymal stem cell,,Yasushi Okazaki (Saitama medical college),,,12558-133G2,Total RNA
12559-133G3,FF:12559-133G3,"ST2 (Mesenchymal stem cells) cells, differentiation to adipocytes, 18hr, biol_rep3 (018hA3)",,time courses,Mouse (Mus musculus),,,,bone marrow,,mesenchymal stem cell,,Yasushi Okazaki (Saitama medical college),,,12559-133G3,Total RNA
12560-133G4,FF:12560-133G4,"ST2 (Mesenchymal stem cells) cells, differentiation to adipocytes, 24hr, biol_rep3 (024hA3)",,time courses,Mouse (Mus musculus),,,,bone marrow,,mesenchymal stem cell,,Yasushi Okazaki (Saitama medical college),,,12560-133G4,Total RNA
12561-133G5,FF:12561-133G5,"ST2 (Mesenchymal stem cells) cells, differentiation to adipocytes, 36hr, biol_rep3 (036hA3)",,time courses,Mouse (Mus musculus),,,,bone marrow,,mesenchymal stem cell,,Yasushi Okazaki (Saitama medical college),,,12561-133G5,Total RNA
12562-133G6,FF:12562-133G6,"ST2 (Mesenchymal stem cells) cells, differentiation to adipocytes, day02, biol_rep3 (048hA3)",,time courses,Mouse (Mus musculus),,,,bone marrow,,mesenchymal stem cell,,Yasushi Okazaki (Saitama medical college),,,12562-133G6,Total RNA
12563-133G7,FF:12563-133G7,"ST2 (Mesenchymal stem cells) cells, differentiation to adipocytes, day03, biol_rep3 (072hA3)",,time courses,Mouse (Mus musculus),,,,bone marrow,,mesenchymal stem cell,,Yasushi Okazaki (Saitama medical college),,,12563-133G7,Total RNA
12564-133G8,FF:12564-133G8,"ST2 (Mesenchymal stem cells) cells, differentiation to adipocytes, day04, biol_rep3 (096hA3)",,time courses,Mouse (Mus musculus),,,,bone marrow,,mesenchymal stem cell,,Yasushi Okazaki (Saitama medical college),,,12564-133G8,Total RNA
12565-133G9,FF:12565-133G9,"ST2 (Mesenchymal stem cells) cells, differentiation to adipocytes, day05, biol_rep3 (120hA3)",,time courses,Mouse (Mus musculus),,,,bone marrow,,mesenchymal stem cell,,Yasushi Okazaki (Saitama medical college),,,12565-133G9,Total RNA
12566-133H1,FF:12566-133H1,"ST2 (Mesenchymal stem cells) cells, differentiation to adipocytes, day06, biol_rep3 (144hA3)",,time courses,Mouse (Mus musculus),,,,bone marrow,,mesenchymal stem cell,,Yasushi Okazaki (Saitama medical college),,,12566-133H1,Total RNA
12567-133H2,FF:12567-133H2,"ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes, 00hr15min, biol_rep3 (015mB3)",,time courses,Mouse (Mus musculus),,,,bone marrow,,mesenchymal stem cell,,Yasushi Okazaki (Saitama medical college),,,12567-133H2,Total RNA
12568-133H3,FF:12568-133H3,"ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes, 00hr30min, biol_rep3 (030mB3)",,time courses,Mouse (Mus musculus),,,,bone marrow,,mesenchymal stem cell,,Yasushi Okazaki (Saitama medical college),,,12568-133H3,Total RNA
12569-133H4,FF:12569-133H4,"ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes, 01hr, biol_rep3 (001hB3)",,time courses,Mouse (Mus musculus),,,,bone marrow,,mesenchymal stem cell,,Yasushi Okazaki (Saitama medical college),,,12569-133H4,Total RNA
12570-133H5,FF:12570-133H5,"ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes, 02hr, biol_rep3 (002hB3)",,time courses,Mouse (Mus musculus),,,,bone marrow,,mesenchymal stem cell,,Yasushi Okazaki (Saitama medical college),,,12570-133H5,Total RNA
12571-133H6,FF:12571-133H6,"ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes, 03hr, biol_rep3 (003hB3)",,time courses,Mouse (Mus musculus),,,,bone marrow,,mesenchymal stem cell,,Yasushi Okazaki (Saitama medical college),,,12571-133H6,Total RNA
12572-133H7,FF:12572-133H7,"ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes, 06hr, biol_rep3 (006hB3)",,time courses,Mouse (Mus musculus),,,,bone marrow,,mesenchymal stem cell,,Yasushi Okazaki (Saitama medical college),,,12572-133H7,Total RNA
12573-133H8,FF:12573-133H8,"ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes, 12hr, biol_rep3 (012hB3)",,time courses,Mouse (Mus musculus),,,,bone marrow,,mesenchymal stem cell,,Yasushi Okazaki (Saitama medical college),,,12573-133H8,Total RNA
12574-133H9,FF:12574-133H9,"ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes, 18hr, biol_rep3 (018hB3)",,time courses,Mouse (Mus musculus),,,,bone marrow,,mesenchymal stem cell,,Yasushi Okazaki (Saitama medical college),,,12574-133H9,Total RNA
12575-133I1,FF:12575-133I1,"ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes, 24hr, biol_rep3 (024hB3)",,time courses,Mouse (Mus musculus),,,,bone marrow,,mesenchymal stem cell,,Yasushi Okazaki (Saitama medical college),,,12575-133I1,Total RNA
12576-133I2,FF:12576-133I2,"ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes, 36hr, biol_rep3 (036hB3)",,time courses,Mouse (Mus musculus),,,,bone marrow,,mesenchymal stem cell,,Yasushi Okazaki (Saitama medical college),,,12576-133I2,Total RNA
12577-133I3,FF:12577-133I3,"ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes, day02, biol_rep3 (048hB3)",,time courses,Mouse (Mus musculus),,,,bone marrow,,mesenchymal stem cell,,Yasushi Okazaki (Saitama medical college),,,12577-133I3,Total RNA
12578-133I4,FF:12578-133I4,"ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes, day03, biol_rep3 (072hB3)",,time courses,Mouse (Mus musculus),,,,bone marrow,,mesenchymal stem cell,,Yasushi Okazaki (Saitama medical college),,,12578-133I4,Total RNA
12579-133I5,FF:12579-133I5,"ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes, day04, biol_rep3 (096hB3)",,time courses,Mouse (Mus musculus),,,,bone marrow,,mesenchymal stem cell,,Yasushi Okazaki (Saitama medical college),,,12579-133I5,Total RNA
12580-133I6,FF:12580-133I6,"ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes, day05, biol_rep3 (120hB3)",,time courses,Mouse (Mus musculus),,,,bone marrow,,mesenchymal stem cell,,Yasushi Okazaki (Saitama medical college),,,12580-133I6,Total RNA
12581-133I7,FF:12581-133I7,"ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes, day06, biol_rep3 (144hB3)",,time courses,Mouse (Mus musculus),,,,bone marrow,,mesenchymal stem cell,,Yasushi Okazaki (Saitama medical college),,,12581-133I7,Total RNA
12582-133I8,FF:12582-133I8,"ST2 (Mesenchymal stem cells) cells, medium change (without induction), 00hr, biol_rep3 (000hC6)",,time courses,Mouse (Mus musculus),,,,bone marrow,,mesenchymal stem cell,,Yasushi Okazaki (Saitama medical college),,,12582-133I8,Total RNA
12591-134A8,FF:12591-134A8,"ST2 (Mesenchymal stem cells) cells, medium change (without induction), day06, biol_rep3 (144hC3)",,time courses,Mouse (Mus musculus),,,,bone marrow,,mesenchymal stem cell,,Yasushi Okazaki (Saitama medical college),,,12591-134A8,Total RNA
1261-18D4,FF:1261-18D4,"eyeball, embryo E17",,developmental,Mouse (Mus musculus),mixture,,17 days embryo,eyeball,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1261-18D4,Total RNA
1262-18F5,FF:1262-18F5,"adrenal gland, embryo E18",,developmental,Mouse (Mus musculus),mixture,,18 days embryo,adrenal gland,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1262-18F5,Total RNA
1263-45I1,FF:1263-45I1,"adrenal gland, embryo E17",,developmental,Mouse (Mus musculus),mixture,,17 days embryo,adrenal gland,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1263-45I1,Total RNA
1265-44F5,FF:1265-44F5,"pituitary gland, embryo E17",,developmental,Mouse (Mus musculus),mixture,,17 days embryo,pituitary gland,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1265-44F5,Total RNA
1271-21F2,FF:1271-21F2,"spleen, embryo E18",,developmental,Mouse (Mus musculus),mixture,,18 days embryo,spleen,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1271-21F2,Total RNA
1273-19G4,FF:1273-19G4,"thymus, embryo E18",,developmental,Mouse (Mus musculus),mixture,,18 days embryo,thymus,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1273-19G4,Total RNA
1283-20G3,FF:1283-20G3,"heart, embryo E18",,developmental,Mouse (Mus musculus),mixture,,18 days embryo,heart,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1283-20G3,Total RNA
1286-20C6,FF:1286-20C6,"stomach, embryo E18",,developmental,Mouse (Mus musculus),mixture,,18 days embryo,stomach,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1286-20C6,Total RNA
1287-20I6,FF:1287-20I6,"lung, embryo E18",,developmental,Mouse (Mus musculus),mixture,,18 days embryo,lung,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1287-20I6,Total RNA
1288-20C7,FF:1288-20C7,"kidney, embryo E18",,developmental,Mouse (Mus musculus),mixture,,18 days embryo,kidney,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1288-20C7,Total RNA
1289-20F7,FF:1289-20F7,"intestine, embryo E18",,developmental,Mouse (Mus musculus),mixture,,18 days embryo,intestine,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1289-20F7,Total RNA
12971-138H1,FF:12971-138H1,"TSt-4/DLL1 feeder cells, biol_rep1",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,12971-138H1,Total RNA
12972-138H2,FF:12972-138H2,"EBF KO HPCs induced to T cell, 00hr00min, biol_rep1",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,12972-138H2,Total RNA
12973-138H3,FF:12973-138H3,"EBF KO HPCs induced to T cell, 00hr30min, biol_rep1",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,12973-138H3,Total RNA
12974-138H4,FF:12974-138H4,"EBF KO HPCs induced to T cell, 01hr, biol_rep1",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,12974-138H4,Total RNA
12975-138H5,FF:12975-138H5,"EBF KO HPCs induced to T cell, 02hr, biol_rep1",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,12975-138H5,Total RNA
12976-138H6,FF:12976-138H6,"EBF KO HPCs induced to T cell, 04hr, biol_rep1",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,12976-138H6,Total RNA
12977-138H7,FF:12977-138H7,"EBF KO HPCs induced to T cell, 06hr, biol_rep1",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,12977-138H7,Total RNA
12978-138H8,FF:12978-138H8,"EBF KO HPCs induced to T cell, 08hr, biol_rep1",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,12978-138H8,Total RNA
12979-138H9,FF:12979-138H9,"EBF KO HPCs induced to T cell, 10hr, biol_rep1",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,12979-138H9,Total RNA
12980-138I1,FF:12980-138I1,"EBF KO HPCs induced to T cell, 12hr, biol_rep1",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,12980-138I1,Total RNA
12981-138I2,FF:12981-138I2,"EBF KO HPCs induced to T cell, 24hr, biol_rep1",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,12981-138I2,Total RNA
12982-138I3,FF:12982-138I3,"EBF KO HPCs induced to T cell, day02, biol_rep1",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,12982-138I3,Total RNA
12983-138I4,FF:12983-138I4,"EBF KO HPCs induced to T cell, day03, biol_rep1",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,12983-138I4,Total RNA
12984-138I5,FF:12984-138I5,"EBF KO HPCs induced to T cell, day04, biol_rep1",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,12984-138I5,Total RNA
12985-138I6,FF:12985-138I6,"EBF KO HPCs induced to T cell, day05, biol_rep1",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,12985-138I6,Total RNA
12986-138I7,FF:12986-138I7,"EBF KO HPCs induced to T cell, day06, biol_rep1",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,12986-138I7,Total RNA
12987-138I8,FF:12987-138I8,"TSt-4/DLL1 feeder cells, biol_rep2",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,12987-138I8,Total RNA
12988-138I9,FF:12988-138I9,"EBF KO HPCs induced to T cell, 00hr00min, biol_rep2",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,12988-138I9,Total RNA
12989-139A1,FF:12989-139A1,"EBF KO HPCs induced to T cell, 00hr30min, biol_rep2",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,12989-139A1,Total RNA
12990-139A2,FF:12990-139A2,"EBF KO HPCs induced to T cell, 01hr, biol_rep2",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,12990-139A2,Total RNA
12991-139A3,FF:12991-139A3,"EBF KO HPCs induced to T cell, 02hr, biol_rep2",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,12991-139A3,Total RNA
12992-139A4,FF:12992-139A4,"EBF KO HPCs induced to T cell, 04hr, biol_rep2",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,12992-139A4,Total RNA
1299-22I4,FF:1299-22I4,"ovary, neonate N00",,developmental,Mouse (Mus musculus),female,,0 day neonate,ovary,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1299-22I4,Total RNA
12993-139A5,FF:12993-139A5,"EBF KO HPCs induced to T cell, 06hr, biol_rep2",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,12993-139A5,Total RNA
12994-139A6,FF:12994-139A6,"EBF KO HPCs induced to T cell, 08hr, biol_rep2",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,12994-139A6,Total RNA
12995-139A7,FF:12995-139A7,"EBF KO HPCs induced to T cell, 10hr, biol_rep2",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,12995-139A7,Total RNA
12996-139A8,FF:12996-139A8,"EBF KO HPCs induced to T cell, 12hr, biol_rep2",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,12996-139A8,Total RNA
12997-139A9,FF:12997-139A9,"EBF KO HPCs induced to T cell, 24hr, biol_rep2",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,12997-139A9,Total RNA
12998-139B1,FF:12998-139B1,"EBF KO HPCs induced to T cell, day02, biol_rep2",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,12998-139B1,Total RNA
12999-139B2,FF:12999-139B2,"EBF KO HPCs induced to T cell, day03, biol_rep2",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,12999-139B2,Total RNA
13000-139B3,FF:13000-139B3,"EBF KO HPCs induced to T cell, day04, biol_rep2",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,13000-139B3,Total RNA
13001-139B4,FF:13001-139B4,"EBF KO HPCs induced to T cell, day05, biol_rep2",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,13001-139B4,Total RNA
13002-139B5,FF:13002-139B5,"EBF KO HPCs induced to T cell, day06, biol_rep2",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,13002-139B5,Total RNA
1300-22B7,FF:1300-22B7,"testis, neonate N00",,developmental,Mouse (Mus musculus),male,,0 day neonate,testis,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1300-22B7,Total RNA
13003-139B6,FF:13003-139B6,"TSt-4/DLL1 feeder cells, biol_rep3",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,13003-139B6,Total RNA
13004-139B7,FF:13004-139B7,"EBF KO HPCs induced to T cell, 00hr00min, biol_rep3",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,13004-139B7,Total RNA
13005-139B8,FF:13005-139B8,"EBF KO HPCs induced to T cell, 00hr30min, biol_rep3",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,13005-139B8,Total RNA
13006-139B9,FF:13006-139B9,"EBF KO HPCs induced to T cell, 02hr, biol_rep3",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,13006-139B9,Total RNA
13007-139C1,FF:13007-139C1,"EBF KO HPCs induced to T cell, 02hr, biol_rep3",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,13007-139C1,Total RNA
13008-139C2,FF:13008-139C2,"EBF KO HPCs induced to T cell, 04hr, biol_rep3",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,13008-139C2,Total RNA
13009-139C3,FF:13009-139C3,"EBF KO HPCs induced to T cell, 06hr, biol_rep3",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,13009-139C3,Total RNA
13010-139C4,FF:13010-139C4,"EBF KO HPCs induced to T cell, 08hr, biol_rep3",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,13010-139C4,Total RNA
13011-139C5,FF:13011-139C5,"EBF KO HPCs induced to T cell, 10hr, biol_rep3",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,13011-139C5,Total RNA
13012-139C6,FF:13012-139C6,"EBF KO HPCs induced to T cell, 12hr, biol_rep3",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,13012-139C6,Total RNA
13013-139C7,FF:13013-139C7,"EBF KO HPCs induced to T cell, 24hr, biol_rep3",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,13013-139C7,Total RNA
13014-139C8,FF:13014-139C8,"EBF KO HPCs induced to T cell, day02, biol_rep3",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,13014-139C8,Total RNA
13015-139C9,FF:13015-139C9,"EBF KO HPCs induced to T cell, day03, biol_rep3",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,13015-139C9,Total RNA
13016-139D1,FF:13016-139D1,"EBF KO HPCs induced to T cell, day04, biol_rep3",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,13016-139D1,Total RNA
13017-139D2,FF:13017-139D2,"EBF KO HPCs induced to T cell, day05, biol_rep3",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,13017-139D2,Total RNA
13018-139D3,FF:13018-139D3,"EBF KO HPCs induced to T cell, day06, biol_rep3",,time courses,Mouse (Mus musculus),,,,,,unclassifiable,,Tomokatsu Ikawa (RCAI),,,13018-139D3,Total RNA
13063-139I3,FF:13063-139I3,"J2E erythroblastic leukemia response to erythropoietin, 00hr00min, biol_rep1",,time courses,Mouse (Mus musculus),,,,blood,,erythroblast,,Peter Klinken (Western Australian Institute of Medical Research),,Repurified by minelute,13063-139I3,Total RNA
13064-139I4,FF:13064-139I4,"J2E erythroblastic leukemia response to erythropoietin, 00hr15min, biol_rep1",,time courses,Mouse (Mus musculus),,,,blood,,erythroblast,,Peter Klinken (Western Australian Institute of Medical Research),,Repurified by minelute,13064-139I4,Total RNA
13065-139I5,FF:13065-139I5,"J2E erythroblastic leukemia response to erythropoietin, 00hr30min, biol_rep1",,time courses,Mouse (Mus musculus),,,,blood,,erythroblast,,Peter Klinken (Western Australian Institute of Medical Research),,Repurified by minelute,13065-139I5,Total RNA
13066-139I6,FF:13066-139I6,"J2E erythroblastic leukemia response to erythropoietin, 00hr45min, biol_rep1",,time courses,Mouse (Mus musculus),,,,blood,,erythroblast,,Peter Klinken (Western Australian Institute of Medical Research),,Repurified by minelute,13066-139I6,Total RNA
